;Incident Number;Date;Time;Police District;Offense 1;Offense 2;Offense 3;Offense 4;Offense 5;Location;Address
0;101200030;04/30/2010;05:49 AM;7.0;MOTOR VEHICLE THEFT;;;;;[43.1096942200935, -87.97132238631792];5062 N 47TH ST
1;101200106;04/30/2010;11:57 AM;5.0;MOTOR VEHICLE THEFT;;;;;[43.09084047573419, -87.9376739003406];2026 W ATKINSON AV
2;101200147;04/30/2010;05:08 PM;7.0;MOTOR VEHICLE THEFT;;;;;[43.107452161809675, -87.93520636078269];4946 N 19TH PL
3;101170085;04/27/2010;02:20 PM;7.0;MOTOR VEHICLE THEFT;;;;;[43.110894016406114, -87.95649337690291];5155 N 35TH ST
4;101170116;04/27/2010;04:39 PM;5.0;MOTOR VEHICLE THEFT;;;;;[43.09163924562873, -87.94341392627985];4100 N 24TH PL
5;101160139;04/26/2010;05:35 PM;5.0;MOTOR VEHICLE THEFT;;;;;[43.09566191035259, -87.93050641185313];4330 N 16TH ST
6;101160184;04/26/2010;09:34 PM;7.0;MOTOR VEHICLE THEFT;;;;;[43.10737899462749, -87.95169975639963];3102 W CAMERON AV
7;101150040;04/25/2010;07:38 AM;7.0;MOTOR VEHICLE THEFT;;;;;[43.10609453427779, -87.93530905929342];4881 N 19TH PL
8;101150102;04/25/2010;04:35 PM;4.0;MOTOR VEHICLE THEFT;;;;;[43.14485644146797, -87.95583959348286];3505 W KILEY AV
9;101150118;04/25/2010;02:41 PM;4.0;MOTOR VEHICLE THEFT;;;;;[43.12439272938433, -87.94615929421767];2703 W BOBOLINK AV #1
10;101140038;04/24/2010;08:58 AM;5.0;MOTOR VEHICLE THEFT;;;;;[43.095507509366705, -87.94677647383644];4312 N 27TH ST
11;101130019;04/23/2010;06:59 AM;7.0;MOTOR VEHICLE THEFT;;;;;[43.10775844463038, -87.96024965753918];4963 N 38TH ST
12;101130068;04/23/2010;01:17 PM;5.0;MOTOR VEHICLE THEFT;;;;;[43.09409248514061, -87.93521094754458];1931 W OLIVE ST
13;101120019;04/22/2010;06:33 AM;5.0;MOTOR VEHICLE THEFT;;;;;[43.095230947544565, -87.92692159925535];4311 N 13TH ST
